127.0.0.1 - - [30/Nov/2016:10:38:44 +0900] "GET / HTTP/1.1" 404 951
0:0:0:0:0:0:0:1 - - [30/Nov/2016:14:08:50 +0900] "GET /jsphomepage/homepage/index.jsp HTTP/1.1" 200 3678
0:0:0:0:0:0:0:1 - - [30/Nov/2016:14:08:51 +0900] "GET /jsphomepage/homepage/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Nov/2016:14:08:52 +0900] "GET /jsphomepage/homepage/template.jsp?page=board/listBoard HTTP/1.1" 500 2975
0:0:0:0:0:0:0:1 - - [30/Nov/2016:14:11:00 +0900] "GET /jsphomepage/homepage/listBoard.jsp HTTP/1.1" 200 2428
0:0:0:0:0:0:0:1 - - [30/Nov/2016:14:11:34 +0900] "GET /jsphomepage/homepage/head.jsp HTTP/1.1" 200 860
0:0:0:0:0:0:0:1 - - [30/Nov/2016:14:11:36 +0900] "GET /jsphomepage/homepage/template.jsp?page=listBoard HTTP/1.1" 200 4604
0:0:0:0:0:0:0:1 - - [30/Nov/2016:14:11:36 +0900] "GET /jsphomepage/homepage/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Nov/2016:14:12:45 +0900] "GET /jsphomepage/homepage/index.jsp HTTP/1.1" 200 3672
0:0:0:0:0:0:0:1 - - [30/Nov/2016:14:12:45 +0900] "GET /jsphomepage/homepage/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Nov/2016:14:12:46 +0900] "GET /jsphomepage/homepage/template.jsp?page=listBoard HTTP/1.1" 200 4604
0:0:0:0:0:0:0:1 - - [30/Nov/2016:14:12:46 +0900] "GET /jsphomepage/homepage/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Nov/2016:14:14:12 +0900] "GET /jsphomepage/homepage/index.jsp HTTP/1.1" 200 3679
0:0:0:0:0:0:0:1 - - [30/Nov/2016:14:14:12 +0900] "GET /jsphomepage/homepage/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Nov/2016:14:14:13 +0900] "GET /jsphomepage/homepage/template.jsp?page=/board/listBoard HTTP/1.1" 500 2975
0:0:0:0:0:0:0:1 - - [30/Nov/2016:14:16:30 +0900] "GET /jsphomepage/homepage/template.jsp?page=/board/listBoard HTTP/1.1" 500 2975
0:0:0:0:0:0:0:1 - - [30/Nov/2016:14:16:31 +0900] "GET /jsphomepage/homepage/template.jsp?page=/board/listBoard HTTP/1.1" 500 2975
0:0:0:0:0:0:0:1 - - [30/Nov/2016:14:16:31 +0900] "GET /jsphomepage/homepage/template.jsp?page=/board/listBoard HTTP/1.1" 500 2975
0:0:0:0:0:0:0:1 - - [30/Nov/2016:14:17:00 +0900] "GET /jsphomepage/homepage/head.jsp HTTP/1.1" 200 894
0:0:0:0:0:0:0:1 - - [30/Nov/2016:14:17:02 +0900] "GET /jsphomepage/homepage/template.jsp?page=/jsphomepage/WebContent/board/listBoard.jsp HTTP/1.1" 500 3083
0:0:0:0:0:0:0:1 - - [30/Nov/2016:14:17:12 +0900] "GET /jsphomepage/homepage/head.jsp HTTP/1.1" 200 882
0:0:0:0:0:0:0:1 - - [30/Nov/2016:14:17:13 +0900] "GET /jsphomepage/homepage/template.jsp?page=/WebContent/board/listBoard.jsp HTTP/1.1" 500 3035
0:0:0:0:0:0:0:1 - - [30/Nov/2016:14:17:24 +0900] "GET /jsphomepage/homepage/head.jsp HTTP/1.1" 200 871
0:0:0:0:0:0:0:1 - - [30/Nov/2016:14:17:25 +0900] "GET /jsphomepage/homepage/template.jsp?page=/board/listBoard.jsp HTTP/1.1" 500 2991
0:0:0:0:0:0:0:1 - - [30/Nov/2016:14:18:48 +0900] "GET /jsphomepage/homepage/index.jsp HTTP/1.1" 200 3683
0:0:0:0:0:0:0:1 - - [30/Nov/2016:14:18:48 +0900] "GET /jsphomepage/homepage/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Nov/2016:14:18:49 +0900] "GET /jsphomepage/homepage/template.jsp?page=/board/listBoard.jsp HTTP/1.1" 500 2991
0:0:0:0:0:0:0:1 - - [30/Nov/2016:14:19:18 +0900] "GET /jsphomepage/homepage/index.jsp HTTP/1.1" 200 3683
0:0:0:0:0:0:0:1 - - [30/Nov/2016:14:19:18 +0900] "GET /jsphomepage/homepage/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Nov/2016:14:19:19 +0900] "GET /jsphomepage/homepage/template.jsp?page=/board/listBoard.jsp HTTP/1.1" 500 2991
0:0:0:0:0:0:0:1 - - [30/Nov/2016:14:22:15 +0900] "GET /jsphomepage/homepage/index.jsp HTTP/1.1" 200 3683
0:0:0:0:0:0:0:1 - - [30/Nov/2016:14:22:15 +0900] "GET /jsphomepage/homepage/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Nov/2016:14:22:16 +0900] "GET /jsphomepage/homepage/template.jsp?page=/board/listBoard.jsp HTTP/1.1" 500 2991
0:0:0:0:0:0:0:1 - - [30/Nov/2016:14:23:08 +0900] "GET /jsphomepage/homepage/index.jsp HTTP/1.1" 200 3683
0:0:0:0:0:0:0:1 - - [30/Nov/2016:14:23:08 +0900] "GET /jsphomepage/homepage/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Nov/2016:14:23:09 +0900] "GET /jsphomepage/homepage/template.jsp?page=/board/listBoard.jsp HTTP/1.1" 500 2991
0:0:0:0:0:0:0:1 - - [30/Nov/2016:14:24:30 +0900] "GET /jsphomepage/homepage/head.jsp HTTP/1.1" 200 867
0:0:0:0:0:0:0:1 - - [30/Nov/2016:14:24:31 +0900] "GET /jsphomepage/homepage/template.jsp?page=/board/listBoard HTTP/1.1" 500 2975
0:0:0:0:0:0:0:1 - - [30/Nov/2016:14:25:21 +0900] "GET /jsphomepage/homepage/head.jsp HTTP/1.1" 200 866
0:0:0:0:0:0:0:1 - - [30/Nov/2016:14:25:22 +0900] "GET /jsphomepage/homepage/template.jsp?page=board/listBoard HTTP/1.1" 500 2975
0:0:0:0:0:0:0:1 - - [30/Nov/2016:14:25:29 +0900] "GET /jsphomepage/homepage/head.jsp HTTP/1.1" 200 867
0:0:0:0:0:0:0:1 - - [30/Nov/2016:14:25:30 +0900] "GET /jsphomepage/homepage/template.jsp?page=/board/listBoard HTTP/1.1" 500 2975
0:0:0:0:0:0:0:1 - - [30/Nov/2016:14:28:55 +0900] "GET /jsphomepage/homepage/head.jsp HTTP/1.1" 200 867
0:0:0:0:0:0:0:1 - - [30/Nov/2016:14:28:56 +0900] "GET /jsphomepage/homepage/template.jsp?page=/board/listBoard HTTP/1.1" 500 2975
0:0:0:0:0:0:0:1 - - [30/Nov/2016:14:29:33 +0900] "GET /jsphomepage/homepage/index.jsp HTTP/1.1" 200 3679
0:0:0:0:0:0:0:1 - - [30/Nov/2016:14:29:33 +0900] "GET /jsphomepage/homepage/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Nov/2016:14:29:34 +0900] "GET /jsphomepage/homepage/template.jsp?page=/board/listBoard HTTP/1.1" 500 2975
127.0.0.1 - - [30/Nov/2016:14:30:43 +0900] "GET / HTTP/1.1" 404 951
0:0:0:0:0:0:0:1 - - [30/Nov/2016:14:30:44 +0900] "GET /jsphomepage/homepage/index.jsp HTTP/1.1" 200 3679
0:0:0:0:0:0:0:1 - - [30/Nov/2016:14:30:44 +0900] "GET /jsphomepage/homepage/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Nov/2016:14:30:46 +0900] "GET /jsphomepage/homepage/template.jsp?page=/board/listBoard HTTP/1.1" 500 2975
0:0:0:0:0:0:0:1 - - [30/Nov/2016:14:31:39 +0900] "GET /jsphomepage/homepage/index.jsp HTTP/1.1" 200 3679
0:0:0:0:0:0:0:1 - - [30/Nov/2016:14:31:39 +0900] "GET /jsphomepage/homepage/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Nov/2016:14:31:41 +0900] "GET /jsphomepage/homepage/template.jsp?page=/board/listBoard HTTP/1.1" 200 4611
0:0:0:0:0:0:0:1 - - [30/Nov/2016:14:31:41 +0900] "GET /jsphomepage/homepage/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Nov/2016:14:32:12 +0900] "GET /jsphomepage/homepage/board/listBoard.jsp HTTP/1.1" 200 2428
0:0:0:0:0:0:0:1 - - [30/Nov/2016:14:32:33 +0900] "GET /jsphomepage/homepage/index.jsp HTTP/1.1" 200 3679
0:0:0:0:0:0:0:1 - - [30/Nov/2016:14:32:33 +0900] "GET /jsphomepage/homepage/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Nov/2016:14:32:34 +0900] "GET /jsphomepage/homepage/template.jsp?page=/board/listBoard HTTP/1.1" 200 4626
0:0:0:0:0:0:0:1 - - [30/Nov/2016:14:32:34 +0900] "GET /jsphomepage/homepage/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Nov/2016:14:33:07 +0900] "GET /jsphomepage/homepage/index.jsp HTTP/1.1" 200 3679
0:0:0:0:0:0:0:1 - - [30/Nov/2016:14:33:07 +0900] "GET /jsphomepage/homepage/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Nov/2016:14:33:09 +0900] "GET /jsphomepage/homepage/template.jsp?page=/board/listBoard HTTP/1.1" 200 4641
0:0:0:0:0:0:0:1 - - [30/Nov/2016:14:33:09 +0900] "GET /jsphomepage/homepage/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Nov/2016:14:35:41 +0900] "GET /jsphomepage/homepage/index.jsp HTTP/1.1" 200 3679
0:0:0:0:0:0:0:1 - - [30/Nov/2016:14:35:41 +0900] "GET /jsphomepage/homepage/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Nov/2016:14:35:41 +0900] "GET /jsphomepage/homepage/template.jsp?page=/board/listBoard HTTP/1.1" 200 4624
0:0:0:0:0:0:0:1 - - [30/Nov/2016:14:35:41 +0900] "GET /jsphomepage/homepage/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Nov/2016:14:36:44 +0900] "GET /jsphomepage/homepage/index.jsp HTTP/1.1" 200 3679
0:0:0:0:0:0:0:1 - - [30/Nov/2016:14:36:44 +0900] "GET /jsphomepage/homepage/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Nov/2016:14:36:45 +0900] "GET /jsphomepage/homepage/template.jsp?page=/board/listBoard HTTP/1.1" 200 4626
0:0:0:0:0:0:0:1 - - [30/Nov/2016:14:36:45 +0900] "GET /jsphomepage/homepage/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Nov/2016:14:37:33 +0900] "GET /jsphomepage/homepage/index.jsp HTTP/1.1" 200 3679
0:0:0:0:0:0:0:1 - - [30/Nov/2016:14:37:33 +0900] "GET /jsphomepage/homepage/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Nov/2016:14:37:34 +0900] "GET /jsphomepage/homepage/template.jsp?page=/board/listBoard HTTP/1.1" 200 4626
0:0:0:0:0:0:0:1 - - [30/Nov/2016:14:37:34 +0900] "GET /jsphomepage/homepage/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Nov/2016:14:38:18 +0900] "GET /jsphomepage/homepage/board/listBoard.jsp HTTP/1.1" 200 2428
0:0:0:0:0:0:0:1 - - [30/Nov/2016:14:38:29 +0900] "GET /jsphomepage/homepage/index.jsp HTTP/1.1" 200 3679
0:0:0:0:0:0:0:1 - - [30/Nov/2016:14:38:29 +0900] "GET /jsphomepage/homepage/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Nov/2016:14:38:30 +0900] "GET /jsphomepage/homepage/template.jsp?page=/board/listBoard HTTP/1.1" 200 4611
0:0:0:0:0:0:0:1 - - [30/Nov/2016:14:38:30 +0900] "GET /jsphomepage/homepage/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Nov/2016:14:39:48 +0900] "GET /jsphomepage/homepage/index.jsp HTTP/1.1" 200 3679
0:0:0:0:0:0:0:1 - - [30/Nov/2016:14:39:48 +0900] "GET /jsphomepage/homepage/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Nov/2016:14:39:49 +0900] "GET /jsphomepage/homepage/template.jsp?page=/board/listBoard HTTP/1.1" 200 4617
0:0:0:0:0:0:0:1 - - [30/Nov/2016:14:39:49 +0900] "GET /jsphomepage/homepage/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Nov/2016:14:40:03 +0900] "GET /jsphomepage/homepage/index.jsp HTTP/1.1" 200 3679
0:0:0:0:0:0:0:1 - - [30/Nov/2016:14:40:03 +0900] "GET /jsphomepage/homepage/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Nov/2016:14:40:04 +0900] "GET /jsphomepage/homepage/template.jsp?page=/board/listBoard HTTP/1.1" 200 4629
0:0:0:0:0:0:0:1 - - [30/Nov/2016:14:40:04 +0900] "GET /jsphomepage/homepage/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Nov/2016:14:40:16 +0900] "GET /jsphomepage/homepage/index.jsp HTTP/1.1" 200 3679
0:0:0:0:0:0:0:1 - - [30/Nov/2016:14:40:16 +0900] "GET /jsphomepage/homepage/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Nov/2016:14:40:17 +0900] "GET /jsphomepage/homepage/template.jsp?page=/board/listBoard HTTP/1.1" 200 4641
0:0:0:0:0:0:0:1 - - [30/Nov/2016:14:40:17 +0900] "GET /jsphomepage/homepage/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Nov/2016:14:40:37 +0900] "GET /jsphomepage/homepage/index.jsp HTTP/1.1" 200 3679
0:0:0:0:0:0:0:1 - - [30/Nov/2016:14:40:37 +0900] "GET /jsphomepage/homepage/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Nov/2016:14:40:38 +0900] "GET /jsphomepage/homepage/template.jsp?page=/board/listBoard HTTP/1.1" 200 4713
0:0:0:0:0:0:0:1 - - [30/Nov/2016:14:40:38 +0900] "GET /jsphomepage/homepage/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Nov/2016:14:41:00 +0900] "GET /jsphomepage/homepage/index.jsp HTTP/1.1" 200 3679
0:0:0:0:0:0:0:1 - - [30/Nov/2016:14:41:00 +0900] "GET /jsphomepage/homepage/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Nov/2016:14:41:01 +0900] "GET /jsphomepage/homepage/template.jsp?page=/board/listBoard HTTP/1.1" 200 4719
0:0:0:0:0:0:0:1 - - [30/Nov/2016:14:41:01 +0900] "GET /jsphomepage/homepage/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Nov/2016:14:41:19 +0900] "GET /jsphomepage/homepage/index.jsp HTTP/1.1" 200 3679
0:0:0:0:0:0:0:1 - - [30/Nov/2016:14:41:19 +0900] "GET /jsphomepage/homepage/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Nov/2016:14:41:20 +0900] "GET /jsphomepage/homepage/template.jsp?page=/board/listBoard HTTP/1.1" 200 4725
0:0:0:0:0:0:0:1 - - [30/Nov/2016:14:41:20 +0900] "GET /jsphomepage/homepage/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Nov/2016:14:41:36 +0900] "GET /jsphomepage/homepage/index.jsp HTTP/1.1" 200 3679
0:0:0:0:0:0:0:1 - - [30/Nov/2016:14:41:36 +0900] "GET /jsphomepage/homepage/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Nov/2016:14:41:37 +0900] "GET /jsphomepage/homepage/template.jsp?page=/board/listBoard HTTP/1.1" 200 4737
0:0:0:0:0:0:0:1 - - [30/Nov/2016:14:41:37 +0900] "GET /jsphomepage/homepage/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Nov/2016:14:41:47 +0900] "GET /jsphomepage/homepage/index.jsp HTTP/1.1" 200 3679
0:0:0:0:0:0:0:1 - - [30/Nov/2016:14:41:47 +0900] "GET /jsphomepage/homepage/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Nov/2016:14:41:52 +0900] "GET /jsphomepage/homepage/index.jsp HTTP/1.1" 200 3679
0:0:0:0:0:0:0:1 - - [30/Nov/2016:14:41:52 +0900] "GET /favicon.ico HTTP/1.1" 404 973
0:0:0:0:0:0:0:1 - - [30/Nov/2016:14:41:52 +0900] "GET /jsphomepage/homepage/index.jsp HTTP/1.1" 200 3679
0:0:0:0:0:0:0:1 - - [30/Nov/2016:14:42:01 +0900] "GET /jsphomepage/homepage/template.jsp?page=/board/listBoard HTTP/1.1" 200 4737
0:0:0:0:0:0:0:1 - - [30/Nov/2016:14:42:33 +0900] "GET /jsphomepage/homepage/template.jsp?page=/board/listBoard HTTP/1.1" 200 4749
0:0:0:0:0:0:0:1 - - [30/Nov/2016:14:42:33 +0900] "GET /jsphomepage/homepage/template.jsp?page=/board/listBoard HTTP/1.1" 200 4749
0:0:0:0:0:0:0:1 - - [30/Nov/2016:14:42:34 +0900] "GET /jsphomepage/homepage/template.jsp?page=/board/listBoard HTTP/1.1" 200 4749
0:0:0:0:0:0:0:1 - - [30/Nov/2016:14:42:49 +0900] "GET /jsphomepage/homepage/template.jsp?page=/board/listBoard HTTP/1.1" 200 4755
0:0:0:0:0:0:0:1 - - [30/Nov/2016:14:42:59 +0900] "GET /jsphomepage/homepage/template.jsp?page=/board/listBoard HTTP/1.1" 200 4761
0:0:0:0:0:0:0:1 - - [30/Nov/2016:14:43:05 +0900] "GET /jsphomepage/homepage/template.jsp?page=/board/listBoard HTTP/1.1" 200 4767
0:0:0:0:0:0:0:1 - - [30/Nov/2016:14:43:06 +0900] "GET /jsphomepage/homepage/template.jsp?page=/board/listBoard HTTP/1.1" 200 4767
0:0:0:0:0:0:0:1 - - [30/Nov/2016:14:43:19 +0900] "GET /jsphomepage/homepage/index.jsp HTTP/1.1" 200 3679
0:0:0:0:0:0:0:1 - - [30/Nov/2016:14:43:21 +0900] "GET /jsphomepage/homepage/index.jsp HTTP/1.1" 200 3679
0:0:0:0:0:0:0:1 - - [30/Nov/2016:14:43:23 +0900] "GET /jsphomepage/homepage/template.jsp?page=/board/listBoard HTTP/1.1" 200 4767
0:0:0:0:0:0:0:1 - - [30/Nov/2016:14:43:24 +0900] "GET /jsphomepage/homepage/index.jsp HTTP/1.1" 200 3679
0:0:0:0:0:0:0:1 - - [30/Nov/2016:14:43:27 +0900] "POST /jsphomepage/homepage/loginProc.jsp HTTP/1.1" 200 352
0:0:0:0:0:0:0:1 - - [30/Nov/2016:14:43:28 +0900] "GET /jsphomepage/homepage/index.jsp HTTP/1.1" 200 3257
0:0:0:0:0:0:0:1 - - [30/Nov/2016:14:43:33 +0900] "GET /jsphomepage/homepage/template.jsp?page=/board/listBoard HTTP/1.1" 200 4767
0:0:0:0:0:0:0:1 - - [30/Nov/2016:14:43:34 +0900] "GET /jsphomepage/homepage/index.jsp HTTP/1.1" 200 3257
0:0:0:0:0:0:0:1 - - [30/Nov/2016:14:43:39 +0900] "GET /jsphomepage/homepage/template.jsp?page=/board/listBoard HTTP/1.1" 200 4767
0:0:0:0:0:0:0:1 - - [30/Nov/2016:14:43:43 +0900] "GET /jsphomepage/homepage/index.jsp HTTP/1.1" 200 3257
0:0:0:0:0:0:0:1 - - [30/Nov/2016:14:45:28 +0900] "GET /jsphomepage/homepage/index.jsp HTTP/1.1" 200 3939
0:0:0:0:0:0:0:1 - - [30/Nov/2016:14:45:28 +0900] "GET /jsphomepage/homepage/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Nov/2016:14:45:30 +0900] "GET /jsphomepage/homepage/template.jsp?page=/board/listBoard HTTP/1.1" 200 5027
0:0:0:0:0:0:0:1 - - [30/Nov/2016:14:45:30 +0900] "GET /jsphomepage/homepage/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Nov/2016:14:45:32 +0900] "GET /jsphomepage/homepage/index.jsp HTTP/1.1" 200 3939
0:0:0:0:0:0:0:1 - - [30/Nov/2016:14:45:32 +0900] "GET /jsphomepage/homepage/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Nov/2016:14:46:03 +0900] "GET /jsphomepage/homepage/index.jsp HTTP/1.1" 200 3716
0:0:0:0:0:0:0:1 - - [30/Nov/2016:14:46:03 +0900] "GET /jsphomepage/homepage/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Nov/2016:14:46:10 +0900] "GET /jsphomepage/homepage/template.jsp?page=/board/listBoard HTTP/1.1" 200 4804
0:0:0:0:0:0:0:1 - - [30/Nov/2016:14:46:10 +0900] "GET /jsphomepage/homepage/style.css HTTP/1.1" 304 -
127.0.0.1 - - [30/Nov/2016:15:17:59 +0900] "GET / HTTP/1.1" 404 951
0:0:0:0:0:0:0:1 - - [30/Nov/2016:15:17:59 +0900] "GET /jsphomepage/homepage/index.jsp HTTP/1.1" 200 3679
0:0:0:0:0:0:0:1 - - [30/Nov/2016:15:18:00 +0900] "GET /jsphomepage/homepage/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Nov/2016:15:18:19 +0900] "POST /jsphomepage/homepage/loginProc.jsp HTTP/1.1" 200 352
0:0:0:0:0:0:0:1 - - [30/Nov/2016:15:18:20 +0900] "GET /jsphomepage/homepage/index.jsp HTTP/1.1" 200 3242
0:0:0:0:0:0:0:1 - - [30/Nov/2016:15:18:20 +0900] "GET /jsphomepage/homepage/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Nov/2016:15:18:36 +0900] "GET /jsphomepage/homepage/template.jsp?page=/board/listBoard HTTP/1.1" 200 4767
0:0:0:0:0:0:0:1 - - [30/Nov/2016:15:18:36 +0900] "GET /jsphomepage/homepage/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Nov/2016:15:18:38 +0900] "GET /jsphomepage/homepage/index.jsp HTTP/1.1" 200 3242
0:0:0:0:0:0:0:1 - - [30/Nov/2016:15:18:38 +0900] "GET /jsphomepage/homepage/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Nov/2016:15:18:39 +0900] "GET /jsphomepage/homepage/template.jsp?page=/board/listBoard HTTP/1.1" 200 4767
0:0:0:0:0:0:0:1 - - [30/Nov/2016:15:18:39 +0900] "GET /jsphomepage/homepage/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Nov/2016:15:18:49 +0900] "GET /jsphomepage/homepage/readBoard.jsp?num=4 HTTP/1.1" 404 1019
0:0:0:0:0:0:0:1 - - [30/Nov/2016:15:20:36 +0900] "GET /jsphomepage/homepage/index.jsp HTTP/1.1" 200 3679
0:0:0:0:0:0:0:1 - - [30/Nov/2016:15:20:36 +0900] "GET /jsphomepage/homepage/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Nov/2016:15:20:37 +0900] "GET /jsphomepage/homepage/template.jsp?page=/board/listBoard HTTP/1.1" 200 4795
0:0:0:0:0:0:0:1 - - [30/Nov/2016:15:20:37 +0900] "GET /jsphomepage/homepage/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Nov/2016:15:20:38 +0900] "GET /board/readBoard.jsp?num=4 HTTP/1.1" 404 989
0:0:0:0:0:0:0:1 - - [30/Nov/2016:15:21:18 +0900] "GET /jsphomepage/homepage/index.jsp HTTP/1.1" 200 3679
0:0:0:0:0:0:0:1 - - [30/Nov/2016:15:21:18 +0900] "GET /jsphomepage/homepage/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Nov/2016:15:21:19 +0900] "GET /jsphomepage/homepage/template.jsp?page=/board/listBoard HTTP/1.1" 200 4795
0:0:0:0:0:0:0:1 - - [30/Nov/2016:15:21:19 +0900] "GET /jsphomepage/homepage/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Nov/2016:15:21:20 +0900] "GET /board/readBoard.jsp?num=4 HTTP/1.1" 404 989
0:0:0:0:0:0:0:1 - - [30/Nov/2016:15:24:55 +0900] "GET /jsphomepage/homepage/board/listBoard.jsp HTTP/1.1" 200 2612
0:0:0:0:0:0:0:1 - - [30/Nov/2016:15:24:56 +0900] "GET /board/readBoard.jsp?num=1 HTTP/1.1" 404 989
0:0:0:0:0:0:0:1 - - [30/Nov/2016:15:27:07 +0900] "GET /jsphomepage/homepage/board/listBoard.jsp HTTP/1.1" 200 2609
0:0:0:0:0:0:0:1 - - [30/Nov/2016:15:27:08 +0900] "GET /jsphomepage/homepage/board/board/readBoard.jsp?num=1 HTTP/1.1" 404 1043
0:0:0:0:0:0:0:1 - - [30/Nov/2016:15:27:42 +0900] "GET /jsphomepage/homepage/board/listBoard.jsp HTTP/1.1" 200 2612
0:0:0:0:0:0:0:1 - - [30/Nov/2016:15:27:55 +0900] "GET /board/readBoard.jsp?num=2 HTTP/1.1" 404 989
127.0.0.1 - - [30/Nov/2016:15:28:44 +0900] "GET / HTTP/1.1" 404 951
0:0:0:0:0:0:0:1 - - [30/Nov/2016:15:28:45 +0900] "GET /jsphomepage/homepage/board/listBoard.jsp HTTP/1.1" 200 2456
0:0:0:0:0:0:0:1 - - [30/Nov/2016:15:28:48 +0900] "GET /board/readBoard.jsp?num=4 HTTP/1.1" 404 989
0:0:0:0:0:0:0:1 - - [30/Nov/2016:15:29:12 +0900] "GET /jsphomepage/homepage/board/listBoard.jsp HTTP/1.1" 200 2480
0:0:0:0:0:0:0:1 - - [30/Nov/2016:15:29:13 +0900] "GET /jsphomepage/homepage/board/homepage/board/readBoard.jsp?num=1 HTTP/1.1" 404 1061
0:0:0:0:0:0:0:1 - - [30/Nov/2016:15:29:27 +0900] "GET /jsphomepage/homepage/board/listBoard.jsp HTTP/1.1" 200 2435
0:0:0:0:0:0:0:1 - - [30/Nov/2016:15:29:28 +0900] "GET /jsphomepage/homepage/board/readBoard.jsp?num=1 HTTP/1.1" 200 1902
0:0:0:0:0:0:0:1 - - [30/Nov/2016:15:29:33 +0900] "GET /jsphomepage/homepage/index.jsp HTTP/1.1" 200 3679
0:0:0:0:0:0:0:1 - - [30/Nov/2016:15:29:33 +0900] "GET /jsphomepage/homepage/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Nov/2016:15:29:34 +0900] "GET /jsphomepage/homepage/template.jsp?page=/board/listBoard HTTP/1.1" 200 4618
0:0:0:0:0:0:0:1 - - [30/Nov/2016:15:29:34 +0900] "GET /jsphomepage/homepage/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Nov/2016:15:29:35 +0900] "GET /jsphomepage/homepage/readBoard.jsp?num=1 HTTP/1.1" 404 1019
0:0:0:0:0:0:0:1 - - [30/Nov/2016:15:32:29 +0900] "GET /jsphomepage/homepage/index.jsp HTTP/1.1" 200 3679
0:0:0:0:0:0:0:1 - - [30/Nov/2016:15:32:29 +0900] "GET /jsphomepage/homepage/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Nov/2016:15:32:30 +0900] "GET /jsphomepage/homepage/template.jsp?page=/board/listBoard HTTP/1.1" 200 4681
